,Estudo,Renda,UF,SEXO,COR,Idade,Altura
589,5,1180,RO,M,PAR,45,1.737031462
590,10,1024,RO,F,PAR,25,1.668380341
591,9,1500,RO,F,PAR,56,1.661298441
592,5,1500,RO,M,PAR,51,1.739808863
593,6,2000,RO,M,BRA,52,1.737023146
594,12,4000,RO,F,PAR,36,1.668929205
595,5,1200,RO,M,PRE,47,1.793472954
596,4,1200,RO,M,BRA,41,0.163945453
597,10,876,RO,M,PAR,36,1.668913269
598,1,1200,RO,M,BRA,65,1.741768243
599,7,788,RO,F,PAR,28,1.720581004
600,6,1050,RO,F,PAR,35,1.714215577
601,1,1300,RO,M,PRE,44,1.627893883
602,16,1300,RO,F,PRE,28,1.674079918
603,5,1300,RO,M,BRA,55,1.671770544
604,11,1100,RO,M,BRA,30,1.731413237
605,5,2000,RO,M,PAR,52,1.745307398
606,12,924,RO,F,PAR,35,0.168631318
607,14,1300,RO,F,BRA,33,1.688207437
608,5,950,RO,F,PAR,53,1.729308485
609,2,1300,RO,M,PAR,45,1.608898658
610,16,1100,RO,M,PAR,28,1.651719029
611,1,1500,RO,M,PRE,52,1.619082673
612,7,500,RO,M,PAR,57,1.695018316
613,12,3500,RO,M,PAR,64,1.732562628
614,6,850,RO,M,BRA,18,1.656058521
615,10,150,RO,F,PAR,29,1.849817114
616,12,2300,RO,M,PRE,30,1.830687045
617,2,950,RO,M,BRA,53,1.716740569
618,5,0,RO,F,BRA,40,1.524765388
619,3,0,RO,M,BRA,66,1.583388674
620,1,0,RO,M,BRA,79,1.701305267
621,4,0,RO,M,PAR,61,1.501365177
622,6,1000,RO,M,BRA,30,1.784353173
623,5,0,RO,F,BRA,57,1.857015897
624,9,2200,RO,M,BRA,59,0.016704857
625,9,788,RO,M,BRA,57,1.735252047
626,5,0,RO,F,BRA,54,0.168360919
627,4,2000,RO,M,PAR,40,0.188805068
628,16,2800,RO,F,PAR,35,1.646633258
629,9,800,RO,F,PAR,53,1.635723778
630,12,1500,RO,F,PAR,27,1.821008343
631,5,900,RO,F,PAR,39,0.165459276
632,5,500,RO,F,PAR,43,1.810206973
633,9,2100,RO,M,BRA,49,1.686090922
634,5,600,RO,F,PAR,48,1.774940134
635,8,1100,RO,F,PAR,41,1.672973537
636,5,2000,RO,M,PAR,45,0.165206235
637,6,1300,RO,M,PAR,18,0.016020506
638,9,788,RO,F,PAR,44,1.798133121
639,4,1800,RO,M,PAR,45,1.821418605
640,1,700,RO,M,PAR,76,1.670244987
641,5,1800,RO,M,PAR,48,1.558440775
642,11,1100,RO,M,PRE,45,1.671353801
643,3,960,RO,M,PAR,36,1.773339254
644,12,1200,RO,F,PAR,43,1.768764139
645,9,1200,RO,M,PAR,52,1.833451087
646,7,4000,RO,M,PAR,57,1.570823445
647,12,1500,RO,F,PAR,36,1.857665509
648,12,2800,RO,F,PAR,33,0.175602453
649,9,2000,RO,F,PAR,49,1.630093629
650,9,788,RO,M,PAR,35,1.681992124
651,6,500,RO,M,PAR,39,1.798168872
652,1,1200,RO,M,BRA,64,1.570177157
653,8,1500,RO,M,PAR,17,1.664838435
654,12,788,RO,F,PAR,38,1.747170663
655,10,150,RO,M,PAR,24,1.594984883
656,8,1500,RO,M,PAR,38,1.771504715
657,2,788,RO,M,PAR,79,0.160828134
658,7,850,RO,M,PRE,27,1.692077571
659,16,5000,RO,M,IND,53,1.795226841
660,15,1800,RO,F,PAR,41,1.669960483
661,8,1000,RO,F,BRA,52,0.161824255
662,1,500,RO,M,PRE,37,1.574998288
663,1,788,RO,M,PAR,49,1.585016502
664,16,2000,RO,M,PAR,32,1.704333546
665,16,7000,RO,M,PAR,38,1.675371019
666,12,1700,RO,F,PAR,38,1.757063361
667,12,800,RO,F,PAR,36,1.810624385
668,12,1600,RO,F,PAR,48,1.602868929
669,16,2300,RO,M,BRA,45,1.765989809
670,12,2100,RO,M,PAR,41,1.824642841
671,14,1600,RO,M,BRA,29,0.168740102
672,12,1500,RO,M,PRE,27,1.742067465
673,10,2000,RO,M,BRA,26,1.661044216
674,16,5000,RO,F,PAR,62,1.715905532
675,12,3500,RO,F,BRA,38,1.706776733
676,12,788,RO,M,PAR,30,1.604348712
677,12,788,RO,M,PAR,32,1.830261405
678,16,7900,RO,F,PRE,58,1.652553812
679,12,3500,RO,M,PAR,55,1.742965538
680,16,7000,RO,M,BRA,49,0.172807826
681,16,22000,RO,M,PRE,51,1.541531313
682,9,1000,RO,F,PAR,49,1.657550579
683,12,3500,RO,M,BRA,38,1.738773659
684,9,3000,RO,M,PAR,61,1.679746926
685,9,1200,RO,F,PAR,52,1.717279175
686,16,2000,RO,M,PAR,36,1.814042188
687,9,1200,RO,M,PAR,60,1.731421671
688,12,1000,RO,M,PRE,50,1.659162513
689,12,1038,RO,M,BRA,19,1.599199489
690,12,1500,RO,F,PAR,39,0.167380591
691,12,960,RO,F,BRA,28,1.782378902
692,12,2000,RO,M,PRE,46,1.690184964
693,12,1800,RO,F,BRA,26,1.678516521
694,9,4000,RO,M,PAR,28,1.667701065
695,1,350,RO,F,PAR,67,1.788186562
696,9,800,RO,M,PAR,53,1.757001214
697,9,1200,RO,F,BRA,60,1.641231809
698,12,2000,RO,M,BRA,44,0.169556588
699,10,2200,RO,M,PRE,33,1.623202978
700,16,1800,RO,F,PRE,47,1.735598267
701,12,3500,RO,M,PAR,41,1.699669911
702,10,2500,RO,M,PRE,39,0.172619545
703,5,1000,RO,M,BRA,61,1.792885399
704,8,1000,RO,F,PRE,36,1.800078178
705,7,2000,RO,M,BRA,62,1.890473633
706,12,2300,RO,M,PRE,55,1.728085366
707,12,1200,RO,M,BRA,20,0.174681775
708,9,400,RO,M,PAR,56,0.016320393
709,5,2000,RO,M,BRA,63,1.840867827
710,13,1200,RO,F,PRE,39,1.701507284
711,16,3000,RO,F,PAR,38,1.674761863
712,16,1700,RO,M,PAR,55,1.703936187
713,12,954,RO,M,PAR,27,1.782654676
714,12,5000,RO,M,PAR,48,0.170719226
715,1,1500,RO,M,PAR,27,1.750377102
716,6,1700,RO,M,BRA,46,1.626210317
717,16,6700,RO,M,PAR,35,1.614816998
718,12,800,RO,F,PAR,40,1.594853316
719,16,2300,RO,M,PAR,32,1.687850978
720,12,1000,RO,F,PAR,37,1.639267524
721,12,3800,RO,M,BRA,24,1.809345538
722,10,788,RO,M,PAR,41,1.767168603
723,1,2500,RO,F,BRA,60,1.722736429
724,9,1045,RO,M,BRA,33,1.793044565
725,1,2000,RO,M,PAR,59,1.618819048
726,16,1600,RO,F,BRA,22,0.179596722
727,16,8000,RO,M,BRA,46,1.682799688
728,16,900,RO,M,PAR,20,1.601152785
729,5,2000,RO,M,BRA,59,0.001897358
730,12,2500,RO,M,BRA,33,1.701665687
731,8,1800,RO,M,PAR,65,1.724195324
732,12,3800,RO,M,PAR,27,1.743380447
733,12,2500,RO,M,BRA,43,1.681796206
734,7,4500,RO,M,BRA,65,1.838394168
735,16,3500,RO,F,PAR,46,1.624286809
736,3,1100,RO,M,PRE,50,0.165195125
737,9,1000,RO,F,PRE,47,1.774440785
738,5,700,RO,M,PAR,40,1.611998872
739,7,1100,RO,F,PAR,43,1.806637121
740,12,1600,RO,M,PRE,44,1.827703363
741,7,788,RO,F,BRA,45,1.745952846
742,12,1600,RO,M,PAR,28,1.492575374
743,15,3500,RO,M,PAR,22,1.826349463
744,16,6000,RO,F,PRE,47,1.753381034
745,15,3500,RO,F,PAR,53,1.642661739
746,12,2000,RO,F,BRA,49,1.811558486
747,9,2000,RO,M,PAR,67,1.659462295
748,8,1300,RO,M,BRA,40,0.164219712
749,13,1500,RO,M,BRA,59,1.699605049
750,12,1000,RO,F,BRA,55,1.746226641
751,6,1000,RO,M,BRA,58,0.162304191
752,16,5000,RO,F,BRA,56,0.174253391
753,16,9000,RO,M,PAR,50,1.685859429
754,16,1600,RO,F,PAR,63,1.581811372
755,16,6000,RO,F,PAR,45,1.713022065
756,16,3000,RO,M,BRA,48,1.648519552
757,12,2000,RO,F,PAR,51,1.645657599
758,4,2600,RO,M,PRE,54,1.645216905
759,12,1200,RO,F,PAR,43,1.726758305
760,16,1800,RO,F,PAR,39,1.706851287
761,5,1000,RO,M,BRA,46,1.689483847
762,12,788,RO,F,PAR,29,1.581963266
763,5,2000,RO,M,BRA,61,1.742117343
764,12,4000,RO,M,BRA,26,1.690235788
765,12,4500,RO,M,BRA,30,1.757711932
766,12,3000,RO,M,PAR,37,1.693724092
767,12,1400,RO,M,PRE,26,1.704376304
768,12,1500,RO,M,PAR,35,1.763612817
769,12,1800,RO,M,PAR,41,1.740734374
770,13,1000,RO,M,PAR,26,1.667498848
771,13,1720,RO,F,PRE,35,1.752664432
772,11,1500,RO,M,PAR,27,1.678513125
773,12,1570,RO,F,PAR,35,1.611546457
774,12,2000,RO,M,PAR,30,1.663763102
775,12,1200,RO,M,BRA,26,1.593986639
776,16,7000,RO,M,PAR,57,1.813162446
777,16,4500,RO,F,PAR,51,1.506067212
778,14,3000,RO,M,PAR,24,1.519803582
779,16,6000,RO,M,PAR,30,1.716975629
780,9,900,RO,F,PAR,28,0.175535753
781,9,1200,RO,M,PAR,37,1.703406099
782,12,3600,RO,M,PAR,35,1.785378725
783,12,2000,RO,F,PAR,25,0.180207184
784,12,1000,RO,F,PRE,43,0.170862396
785,16,10000,RO,M,PRE,35,1.582677668
786,5,1222,RO,M,PAR,35,1.810664153
787,8,1150,RO,M,PAR,50,1.822057271
788,9,2000,RO,M,PAR,58,1.663149534
789,3,500,RO,F,PAR,49,1.544142642
790,10,900,RO,M,PAR,36,1.716941354
791,12,1500,RO,M,PAR,34,1.764443041
792,12,1200,RO,M,PAR,48,1.644872702
793,12,840,RO,F,PAR,37,1.677094289
794,16,1900,RO,F,PAR,51,1.719349473
795,12,788,RO,F,BRA,43,1.747745766
796,2,844,RO,F,PRE,54,1.712286279
797,9,1600,RO,M,PAR,62,1.724485193
798,1,1200,RO,M,PAR,34,1.679673887
799,16,3000,RO,M,PAR,34,1.803009957
800,12,350,RO,F,BRA,29,0.168141006
801,1,600,RO,M,PRE,63,1.720141552
802,9,1000,RO,F,PAR,45,1.603697369
803,12,1007,RO,M,PAR,42,1.664916509
804,12,800,RO,F,BRA,25,0.160863281
805,16,2000,RO,F,PAR,34,1.585186411
806,8,1800,RO,M,BRA,65,1.687345219
807,16,2600,RO,F,PAR,28,1.794668543
808,7,200,RO,F,PAR,61,1.707159958
809,12,600,RO,F,PAR,28,1.813213814
810,16,3000,RO,M,PAR,48,1.599345295
811,9,400,RO,F,PAR,35,1.607150852
812,16,1400,RO,M,PRE,42,1.673457616
813,16,4000,RO,F,BRA,43,1.924298533
814,4,5000,RO,M,BRA,54,1.728140796
815,15,3000,RO,M,PAR,46,1.921120707
816,12,2500,RO,F,PRE,53,1.734365397
817,16,900,RO,M,PAR,50,0.151619971
818,12,1500,RO,M,BRA,24,0.000179008
819,16,700,RO,F,PRE,27,1.615677906
820,16,3000,RO,M,PRE,46,0.173017852
821,13,1400,RO,F,BRA,28,1.672533584
822,12,2000,RO,M,BRA,38,1.726139646
823,12,2800,RO,M,PRE,49,1.558618198
824,1,1550,RO,M,PRE,62,1.779083323
825,12,1000,RO,F,PAR,18,1.796513814
826,6,2000,RO,M,BRA,40,1.722796513
827,15,1500,RO,F,PRE,29,1.557537389
828,6,1000,RO,M,BRA,55,1.828984596
829,8,950,RO,F,PRE,29,1.766542798
830,12,2200,RO,M,PAR,44,1.679794683
831,12,1300,RO,M,PAR,41,1.573364771
832,7,3300,RO,M,PAR,30,1.729142971
833,11,900,RO,M,BRA,21,1.734021407
834,5,1600,RO,M,PAR,41,1.689305949
835,1,780,RO,F,PAR,60,0.175272209
836,3,1800,RO,M,PAR,51,1.694896971
837,9,1200,RO,F,PAR,48,1.728354877
838,12,1300,RO,M,PAR,23,0.169033722
839,9,1500,RO,F,PAR,40,1.733784478
840,9,788,RO,F,PAR,47,0.182617711
841,12,1200,RO,M,PAR,21,1.577059708
842,16,2800,RO,F,PAR,31,1.646454246
843,12,5000,RO,M,PRE,49,0.169866578
844,11,1500,RO,M,BRA,30,0.157475184
845,4,800,RO,F,PAR,49,1.724981677
846,8,2000,RO,M,PAR,58,1.822929432
847,12,2200,RO,F,PAR,49,1.818477329
848,7,2500,RO,M,PAR,64,1.736836156
849,12,4000,RO,M,PAR,43,1.744176774
850,16,3200,RO,F,BRA,51,0.166583653
851,12,3000,RO,M,PAR,34,1.605012874
852,16,2500,RO,F,PRE,32,0.171016813
853,8,1100,RO,M,PAR,70,0.016466355
854,10,1200,RO,F,PAR,31,1.615880205
855,16,2400,RO,F,PAR,40,1.690350053
856,12,3000,RO,M,BRA,49,1.654899137
857,7,2500,RO,M,PAR,52,1.629802604
858,12,3000,RO,M,PAR,56,1.593647031
859,12,1500,RO,M,PAR,25,1.545540923
860,13,1150,RO,F,PAR,21,1.698353888
861,13,1050,RO,F,PAR,36,1.846500001
862,9,1400,RO,M,PAR,22,1.686215049
863,9,820,RO,F,PAR,25,1.736413539
864,11,1200,RO,M,PAR,32,1.634044871
865,12,1600,RO,M,BRA,28,1.685822341
866,11,1680,RO,M,PRE,35,1.855013993
867,12,1800,RO,M,PAR,26,1.664985039
868,12,1300,RO,M,PAR,25,1.714345073
869,12,1500,RO,F,PAR,46,1.766690691
870,13,1800,RO,M,PAR,43,1.754781102
871,6,1800,RO,M,PAR,53,1.707265909
872,16,1050,RO,M,PRE,23,1.600645438
873,12,1400,RO,F,PAR,54,1.720025678
874,6,1200,RO,M,PAR,22,1.786171489
875,12,2365,RO,M,PAR,30,0.171899992
876,6,2200,RO,M,PAR,51,1.717220136
877,16,4500,RO,F,PAR,49,1.684784348
878,16,1400,RO,M,BRA,45,1.789865471
879,6,1500,RO,M,PAR,31,1.563385573
880,6,1500,RO,M,PAR,27,1.699110023
881,12,3000,RO,F,PAR,30,1.670378873
882,8,788,RO,F,PAR,35,1.824210999
883,6,2500,RO,M,PRE,42,1.595249299
884,16,2800,RO,M,PRE,56,1.775213767
885,12,2000,RO,M,PAR,30,1.624182805
886,5,1500,RO,M,PAR,37,1.806207854
887,9,1000,RO,F,PAR,50,1.775830515
888,15,1000,RO,F,PAR,48,1.776593531
889,9,1300,RO,F,PAR,36,1.662675412
890,12,788,RO,M,PAR,33,1.728649124
891,16,2500,RO,F,PRE,24,0.173401874
892,12,3000,RO,M,PAR,55,1.674616876
893,2,1700,RO,M,PAR,38,1.750534124
894,12,3200,RO,F,BRA,59,1.599326047
895,12,1800,RO,M,PAR,37,1.735564323
896,12,800,RO,F,BRA,45,0.171992514
897,16,5500,RO,M,PAR,40,1.701502321
898,12,3500,RO,M,BRA,43,1.608656186
899,10,788,RO,F,PAR,22,1.695728684
900,9,900,RO,F,PAR,49,1.683232909
901,4,900,RO,F,IND,40,1.662915384
902,5,700,RO,F,PAR,44,1.718729117
903,9,780,RO,M,PAR,54,1.790763378
904,9,788,RO,F,PAR,53,1.756525875
905,5,850,RO,F,PAR,42,1.787786535
906,11,1500,RO,F,BRA,43,1.771291987
907,6,300,RO,F,PAR,59,0.178165001
908,12,3000,RO,M,PAR,36,1.663732988
909,12,2500,RO,M,IND,40,1.536050239
910,12,1200,RO,F,PAR,39,1.419618456
911,15,3500,RO,F,BRA,41,1.823266515
912,16,3500,RO,F,BRA,34,1.838548885
913,12,2000,RO,M,PAR,40,0.182543984
914,8,800,RO,F,PAR,37,1.629946598
915,10,1150,RO,M,PAR,43,1.603255879
916,12,1900,RO,M,BRA,36,1.677802145
917,12,1400,RO,M,PAR,46,1.643106808
918,10,1300,RO,M,PAR,32,1.707614337
919,14,960,RO,M,BRA,26,1.876895953
920,12,900,RO,M,PAR,35,1.808651496
921,12,2400,RO,M,PAR,35,1.808315778
922,7,2000,RO,M,PRE,36,1.701595416
923,16,2100,RO,F,BRA,32,1.660058292
924,15,1900,RO,F,BRA,43,1.610528858
925,10,1200,RO,M,PAR,22,1.714157607
926,12,1900,RO,M,PAR,35,1.570984493
927,11,1600,RO,M,PAR,28,1.482956365
928,16,12500,RO,F,BRA,29,1.735649839
929,16,5000,RO,M,PAR,36,1.629585092
930,9,5000,RO,M,PAR,54,1.615366013
931,16,6800,RO,F,PAR,53,1.540516845
932,16,4000,RO,F,BRA,53,1.780503606
933,16,2200,RO,F,PAR,27,1.610457277
934,16,5000,RO,M,BRA,66,1.613725512
935,16,10000,RO,F,BRA,33,1.757384491
936,12,3000,RO,M,PAR,29,1.693517771
937,12,1000,RO,F,BRA,38,1.629281528
938,12,3000,RO,M,PAR,51,1.804489156
939,12,1400,RO,M,BRA,31,1.756453952
940,8,1000,RO,F,PAR,18,1.627170195
941,9,3000,RO,F,PAR,43,1.762774289
942,8,1200,RO,M,PAR,41,1.717912089
943,4,2500,RO,M,BRA,45,1.824766752
944,12,1300,RO,M,PAR,25,1.686037074
945,11,827,RO,F,BRA,40,1.605269929
946,5,1200,RO,M,PAR,51,1.806127394
947,12,2100,RO,M,PAR,30,1.710758902
948,1,0,RO,M,PAR,77,1.800514911
949,6,35,RO,F,PAR,27,1.713557882
950,9,1300,RO,M,PAR,20,0.164556071
951,1,700,RO,M,PAR,58,1.696035984
952,6,800,RO,M,PAR,33,1.739771463
953,12,1500,RO,F,BRA,38,1.678607347
954,5,300,RO,F,PAR,39,1.746847063
955,1,200,RO,F,PAR,50,1.739222554
956,10,2000,RO,M,BRA,22,1.711819574
957,12,788,RO,M,PAR,30,1.714301023
958,9,2000,RO,M,PAR,59,0.169846794
959,1,300,RO,M,BRA,75,1.691659565
960,12,3800,RO,M,PAR,51,1.714948765
961,12,2000,RO,M,PRE,36,1.696446939
962,14,5000,RO,M,BRA,35,1.674291452
963,12,3800,RO,M,PRE,46,1.632864158
964,6,1000,RO,F,PAR,60,1.703384883
965,12,5000,RO,M,PAR,29,1.705588902
966,12,1600,RO,F,PAR,24,0.018708646
967,6,1500,RO,F,PAR,56,1.653398054
968,3,900,RO,M,PAR,62,1.734637234
969,12,3000,RO,M,PAR,47,1.767155267
970,11,1800,RO,F,PRE,45,1.636917275
971,6,500,RO,M,PAR,45,1.801652212
972,4,1500,RO,M,PAR,57,1.764778947
973,15,5000,RO,M,PAR,38,1.775783543
974,12,3000,RO,M,BRA,41,1.636514241
975,16,1200,RO,M,PAR,40,1.772920659
976,16,1200,RO,M,PAR,39,1.792668542
977,5,1200,RO,M,PAR,35,1.822955781
978,1,3500,RO,M,PAR,42,1.734192423
979,10,1200,RO,F,PAR,46,1.668984881
980,4,1000,RO,M,PRE,55,1.706520871
981,15,3500,RO,M,PAR,30,1.731694429
982,16,6000,RO,M,PRE,29,1.786530411
983,16,3500,RO,F,PAR,52,1.754302005
984,12,10000,RO,M,BRA,58,1.831782606
985,8,1400,RO,M,PAR,26,1.554683061
986,2,1600,RO,M,PAR,50,1.691954564
987,12,1400,RO,M,PAR,56,1.724927253
988,5,788,RO,M,PRE,53,1.661365923
989,9,5000,RO,M,PAR,59,1.667740428
990,16,50000,RO,M,BRA,33,1.632055507
991,12,872,RO,F,PRE,44,0.159688203
992,5,3000,RO,M,PRE,59,1.822128452
993,16,1000,RO,F,PRE,46,1.647607354
994,6,1000,RO,F,PAR,56,1.680921722
995,14,1500,RO,F,PAR,24,1.638959459
996,5,920,RO,M,PAR,44,1.801979099
997,5,788,RO,M,PAR,42,1.678968991
998,15,2000,RO,M,PAR,28,1.759103865
999,6,1100,RO,F,PAR,59,1.678117985
1000,16,1900,RO,F,BRA,48,1.600557119
1001,13,600,RO,F,PAR,36,1.703238895
1002,9,788,RO,M,PRE,35,1.712143298
1003,5,1000,RO,M,PAR,45,1.590174106
1004,12,3000,RO,M,BRA,46,1.654622515
1005,11,2600,RO,M,BRA,34,1.614655069
1006,12,1200,RO,F,PAR,33,1.750118127
1007,8,1200,RO,M,PAR,42,1.729516447
1008,16,9000,RO,F,PAR,39,1.695269526
1009,1,1200,RO,M,PAR,33,1.736017572
1010,7,2000,RO,M,BRA,55,1.684450614
1011,12,1000,RO,M,PAR,57,1.717079505
1012,1,1500,RO,M,PAR,54,1.618100148
1013,8,1000,RO,M,PRE,33,1.720306493
1014,4,600,RO,M,PAR,65,1.768409003
1015,11,1000,RO,M,BRA,47,1.582617152
1016,7,788,RO,M,PAR,43,1.678112036
1017,1,1000,RO,M,BRA,70,1.550216392
1018,5,788,RO,M,PAR,51,1.714598703
1019,4,1100,RO,M,BRA,49,1.722389373
1020,1,500,RO,M,PAR,66,1.761616963
1021,9,788,RO,M,PAR,23,1.736553547
1022,16,400,RO,M,PAR,49,1.787658223
1023,5,2200,RO,M,PRE,41,1.586687003
1024,9,3000,RO,M,BRA,57,1.554835442
1025,1,350,RO,M,PAR,45,1.696601994
1026,6,1200,RO,M,PAR,38,1.715629248
1027,5,300,RO,M,PAR,34,1.821046842
1028,16,3600,RO,F,BRA,50,1.647177423
1029,5,700,RO,M,PAR,43,1.789768516
1030,12,3200,RO,F,BRA,36,1.764925114
1031,16,1900,RO,M,BRA,35,1.758190673
1032,12,850,RO,F,BRA,34,1.657290477
1033,1,800,RO,M,BRA,39,1.611025539
1034,9,1100,RO,M,PRE,31,1.684367737
1035,6,788,RO,F,PAR,41,1.816347188
1036,5,250,RO,F,BRA,52,1.780940748
1037,12,1500,RO,M,PAR,37,1.578468328
1038,12,830,RO,F,PAR,26,0.172200488
1039,5,3100,RO,M,BRA,63,0.175452349
1040,12,2000,RO,M,PAR,53,1.743665175
1041,5,500,RO,M,PAR,42,1.757978822
1042,16,4000,RO,M,BRA,30,1.773852901
1043,12,912,RO,M,BRA,24,1.682589977
1044,16,9000,RO,F,PRE,34,1.634008657
1045,10,1500,RO,M,BRA,30,1.582782181
1046,16,3000,RO,M,PAR,33,1.765745909
1047,5,500,RO,M,BRA,42,1.599556038
1048,10,3000,RO,M,BRA,35,1.740644217
1049,2,550,RO,M,PAR,37,1.682509011
1050,6,1380,RO,M,PAR,28,1.762091988
1051,9,1200,RO,M,PAR,34,1.651738749
1052,10,400,RO,F,PRE,53,1.686081685
1053,12,10000,RO,M,PRE,48,1.698279836
1054,12,3500,RO,F,PAR,43,1.630097439
1055,9,850,RO,F,BRA,50,1.750732229
1056,6,2000,RO,M,PAR,45,1.715607315
1057,3,700,RO,M,BRA,30,1.576268431
1058,16,2800,RO,M,PAR,27,1.835924863
1059,9,1200,RO,M,BRA,42,1.520590573
1060,15,788,RO,F,PAR,42,1.648684028
1061,1,400,RO,M,BRA,74,1.654439297
1062,12,3000,RO,M,PAR,29,1.698113914
1063,16,1500,RO,M,PRE,37,1.687114022
1064,4,400,RO,F,PAR,40,1.598936606
1065,9,1200,RO,M,BRA,52,1.749799275
1066,5,3000,RO,M,PRE,36,1.839090836
1067,16,2000,RO,F,PAR,59,1.747969321
1068,12,900,RO,M,BRA,33,1.753654496
1069,14,1000,RO,F,PAR,28,0.171267166
1070,13,833,RO,M,PAR,54,1.705382141
1071,12,1500,RO,M,PAR,26,0.177670076
1072,5,2000,RO,M,BRA,36,1.691071562
1073,6,1000,RO,M,BRA,43,0.177168916
1074,5,2000,RO,M,PRE,45,1.673878407
1075,9,6000,RO,M,PAR,33,1.667905732
1076,9,1500,RO,M,BRA,44,1.699595834
1077,9,1700,RO,F,BRA,57,1.783376635
1078,2,1950,RO,M,PAR,49,1.625062937
1079,3,700,RO,M,BRA,62,0.156215369
1080,2,0,RO,F,BRA,50,1.648279866
1081,5,1500,RO,M,BRA,46,1.652718392
1082,14,1000,RO,M,BRA,26,1.823989009
1083,12,4000,RO,M,PAR,44,1.682229304
1084,16,7400,RO,M,BRA,56,1.621325659
1085,16,2000,RO,M,PAR,36,1.634493449
1086,9,1300,RO,F,BRA,18,1.638182459
1087,2,2500,RO,M,PAR,47,1.717048931
1088,1,2000,RO,M,PAR,56,1.696290878
1089,12,2160,RO,M,PAR,65,0.177311366
1090,15,5000,RO,F,BRA,52,1.598985213
1091,16,3000,RO,M,BRA,34,1.644955989
1092,16,2000,RO,M,BRA,23,1.701008422
1093,16,900,RO,M,BRA,55,0.163104285
1094,12,800,RO,F,BRA,36,1.622086136
1095,12,1000,RO,F,PAR,49,1.452612925
1096,12,1100,RO,F,PAR,38,0.192963933
1097,7,1576,RO,M,PAR,55,1.784771069
1098,12,1500,RO,M,PAR,23,1.767414645
1099,10,876,RO,F,PAR,19,1.581032042
1100,5,1500,RO,M,PAR,55,1.773181215
1101,6,788,RO,F,BRA,46,1.589634025
1102,12,2000,RO,M,PRE,48,1.602168772
1103,12,915,RO,M,PAR,74,1.624728434
1104,12,3000,RO,M,PAR,28,1.859397066
1105,5,2000,RO,M,PRE,48,1.743463156
1106,4,1500,RO,M,PAR,58,1.774684627
1107,12,950,RO,M,PAR,40,1.834436987
1108,6,2500,RO,M,PAR,52,1.630426312
1109,16,788,RO,F,BRA,33,1.746412561
1110,3,500,RO,M,PAR,25,1.677010017
1111,12,1200,RO,F,BRA,35,1.705588955
1112,1,600,RO,M,PRE,33,1.895392848
1113,8,1500,RO,M,PAR,28,1.788132916
1114,6,1800,RO,M,PRE,64,1.799970007
1115,16,1024,RO,M,BRA,44,0.159511881
1116,12,4000,RO,M,PAR,32,1.618802608
1117,16,5000,RO,M,PAR,50,0.001767105
1118,12,950,RO,F,BRA,47,0.016770713
1119,3,788,RO,M,PAR,48,1.716143811
1120,9,2400,RO,M,BRA,36,1.588658491
1121,5,6000,RO,M,BRA,35,1.675028891
1122,9,788,RO,M,PAR,49,1.761650642
1123,8,1200,RO,M,PAR,37,1.728178509
1124,5,1000,RO,M,BRA,33,1.734843566
1125,12,3000,RO,F,PAR,34,1.636344216
1126,13,500,RO,F,PRE,49,1.695115501
1127,16,1400,RO,M,BRA,30,1.737378909
1128,5,640,RO,F,AME,45,1.661402147
1129,12,1490,RO,M,PAR,21,1.744793159
1130,5,800,RO,F,PAR,32,0.170085706
1131,12,1000,RO,F,PAR,47,1.632854159
1132,6,1300,RO,M,PRE,38,1.770374982
1133,5,1250,RO,M,AME,33,1.710920206
1134,8,1500,RO,M,BRA,35,1.734242187
1135,16,10000,RO,M,BRA,32,1.796007855
1136,5,1200,RO,M,BRA,40,1.699405574
1137,12,1500,RO,M,PAR,33,1.739924232
1138,16,400,RO,F,BRA,47,1.703750782
1139,13,1000,RO,M,PAR,41,0.172841111
1140,5,3000,RO,M,BRA,76,1.654635044
1141,12,4500,RO,M,BRA,54,1.688008324
1142,6,1500,RO,M,PAR,57,1.564355503
1143,15,788,RO,F,BRA,44,1.571617277
1144,16,7500,RO,M,AME,65,1.523869354
1145,12,3000,RO,M,PAR,43,0.165218274
1146,5,1200,RO,M,PAR,41,1.680496101
1147,11,3000,RO,M,PAR,44,1.806005115
1148,3,1200,RO,M,BRA,49,1.618641097
1149,5,788,RO,M,PAR,50,1.718602692
1150,6,6000,RO,M,PAR,40,1.813642064
1151,9,1000,RO,F,AME,30,1.610815194
1152,1,800,RO,M,PAR,36,1.604337056
1153,9,1100,RO,M,PRE,30,1.638799055
1154,8,788,RO,F,PAR,39,1.700739316
1155,12,1300,RO,M,BRA,43,1.732959549
1156,12,3000,RO,M,PAR,47,1.725465585
1157,12,4000,RO,M,BRA,43,1.784961514
1158,12,788,RO,M,PAR,34,1.751371471
1159,12,800,RO,F,BRA,46,1.725665054
1160,17,1200,RO,M,BRA,26,0.165745015
1161,14,3000,RO,F,PRE,30,1.799484817
1162,16,4000,RO,F,BRA,52,1.606535833
1163,12,1500,RO,M,PAR,25,0.168170505
1164,9,1300,RO,M,PRE,35,1.599338539
1165,16,788,RO,M,PRE,44,1.672077902
1166,5,360,RO,F,PAR,30,1.698951593
1167,11,1000,RO,M,PRE,20,0.168253218
1168,4,1070,RO,M,BRA,34,0.166638877
1169,14,850,RO,M,BRA,40,1.771768338
